,title,write_date,score,content
1441,내가 날 부를 때,2021-09-05,6,인뤄신 감독이 연출하고 장쯔펑이 주연한 <내가 날 부를 때>는 중국 본토에서 제작된 가족드라마입니다.  부모들의 반대에도 불구하고 계속해서 학업을 해온 안란(장쯔펑)은 대학원 진학을 앞둔 어느날 갑작스러운 사고로 부모님을 잃게 됩니다. 그리고 그녀에게 동생 안쯔헝이 남겨지게 됩니다. 다른 사촌 어른들은 안란의 부모가 남긴 집만 노릴 뿐 아무도 안쯔형을 돌보려고 하지 않습니다. 오직 고모만이 안란을 어느 정도 도와줍니다. 그동안 부모와 담을 쌓고 살아온 안란은 동생 안쯔헝이 낯설기만 합니다. 게다가 결혼을 약속한 남자와 자신의 미래를 위해 동생을 돌봐줄 수 있는 상황이 아니라 입양을 시도하게 됩니다. 그 과정 속에서 부모님에게 사고를 낸 남자가 안쯔헝의 입양을 도와줍니다.  많이 봐왔던 이야기 구조의 작품입니다. 가족 간의 갈등과 사건의 진상을 밝히는 두 가지 이야기로 진행할 수 있는데 이 작품에 경우 후자 쪽엔 더 깊숙이 들어가지 않습니다. 이 오누이의 관계와 그리고 산아정책으로 인한 피해자인 안란을 비롯한 그 사회를 살아가는 사람들의 모습을 고스란히 담고 있습니다. 그리고 아직도 남아있는 남아선호사상도 이야기하고 있고요.  두 남매의 애틋함을 잘 표현한 작품이기도 하지만 안란을 연기하는 장쯔펑의 연기한 꽤 훌륭합니다. 여리 여리한 체구로 발산하는 강단 있는 모습이 안란의 캐릭터와 잘 맞아떨어집니다. 누구와 붙어도 자신의 존재감이 줄어들지 않는 연기를 보여줍니다. 그 모습은 직장이나 집안 모두에서 발산됩니다. 비슷한 분위기의 중국 신예 배우들이 많이 등장하는 것 같은데 그 중에서 장쯔펑의 등장은 분명 주목하다고 볼 수 있습니다. 과연 다음 작품에선 어떤 캐릭터를 맡을지 벌써 궁금하네요. more
1442,내가 죽기를 바라는 자들,2021-05-08,8,"내용은 그럭저럭했지만 긴장감과 몰입도가 좋아서 볼만한 재난영화였습니다! 킬러들로부터 아이를 보호하려는 여성 소방관에 거대한 산불 현장에서 킬러들의 그물망에서 벗어나 아이를 지키며 탈출하는 과정이 긴장감과 몰입감을 유발하면서 볼만했지만, 끝까지 악의 배후가 밝혀지지 않은 점이 아쉬웠습니다! 전반적으로 긴장감과 몰입감이 있는 영화였으니, 별 4개 드립니다!! more"
1443,내가 죽기를 바라는 자들,2021-05-05,5,범죄 + 재난 영화의 어색한 혼합이랄까..
1447,노매드랜드,2021-04-24,8,"교훈적이면서 공감이 되었지만 분위기가 너무 조용한 영화였습니다! 공장의 수요 감소로 인한 폐쇄로 직장을 잃은 여주인공이 자신의 물건들을 판 돈으로 밴을 사서 일자리를 찾기 위하여 전국 방방곡곡 돌아다니면서 지역의 유목민들과 어울리면서 벌어지는 스토리로, 길에서 만나게 되면 영원한 이별은 없다는 교훈적인 대사와 직장을 잃은 사람의 방황에 굉장히 공감하면서 전개는 조용했지만 나름대로 봐줄만했습니다! 전반적으로 교훈과 공감도가 높았으니, 별 4개 드립니다!! more"
1448,노매드랜드,2021-04-23,7,상실을 피해 떠난 곳에서 삶을 느끼다.
1449,노매드랜드,2021-04-22,10,"몽골과 중앙아시아에 있는 유목민들은 북미 원주민들과 더불어 자연에  순응하면서 사는 이들로 끊임없이 이동하는 삶을 선택한 이들이다.  유목민의 고향인 이들 나라에서도 점차 유목보다는 정착과 농경 사회로의  진입이 늘어난다고 하는데 작품 ‘노매드랜드’는 아시아와 달리 전형적인  정착 생활 국가인 미국에서 ‘유목민’의 삶을 선택한 이들을 조명하는  작품이다.  작품은 초입에 네바다 주의 석고보드 광산 폐광에 따른 폐해를 전한다.  여기서 생계를 이어가던 이들은 졸지에 파산을 경험하고 그 충격은 가정의  해체와 무기력한 삶의 충격으로 인한 정신적 외상과 끝내 자살에 이르는  비극이다. 펀(프랜시스 맥도먼드)도 이 폐광에 따른 피해자로 남편을 자살로  잃고 작품의 제목 그대로 이동하는 삶을 선택한 이다. 아시아 원주민들과  다른 점이 있다면 이동 수단으로 밴이나 더 좀 형편(?)이 낳은 이들은  캠핑카를 이용하고 자동차가 집 역할까지 한다는 점이다.  성실하게 일하던 이들이 시장구조의 개편으로 인한 횡포로 일자리를 잃고  낙오자가 되는 건 분명히 심각한 사회문제이자 삶이라는 근본적인 무대에  일어나는 비극이다. 그러나 작품은 이런 비극을 당한 주인공 펀을 등장시켜  미국에서 유목민 생활을 하는 걸 비극으로 묘사하기 보다는 오히려  자본주의의 횡포에 피해를 입은 이들이 그래도 오히려 이를 전환해  피해자들끼리 연대하는 모습을 보이고 대안의 삶을 제시하는데 초점을  맞춘다. 펀은 남편을 잃고 떠돌아 다니는 삶에 대한 회의를 보이기보다  택배 업체 아마존에 단기 아르바이트 취업을 하며 생계를 이어가고 자신과  같은 유목민의 삶을 택한 이들과 특정 장소에서 만나 이들과 음식을 나눠  먹기도 하고 물물교환을 통해 삶을 이어나간다.  감독 클로이 자오는 이런 이들의 삶에 대해 맹목적인 예찬이나 공치사를  하는 대신 멀찍이 관조하고 이런 이들의 삶이 가치 있다는 걸 자연스레  오히려 극영화라는 장르를 잊을 정도로 자연스레 담아낸다. 연기지만 이를  연기가 아닌 몸에 배고 실질적인 삶이 묻어나는 모습을 담은 작품은 오히려  미국 사회의 심각한 부동산 잠식과 복지 없는 사회에 대한 날선 비판을  무력화시키고 대안을 선택한 이들의 자연스러움에 주목한다.  이웃 간에 돈독하게 삶을 이어가던 펀이 차가 고장나 언니네 집으로 돈을  빌리면서 며칠 지내러 갔을 때 식사를 하다가 2008년 미국의 모기지론 사태  때 집을 샀어야 한다는 언니네 남편 쪽 남자의 말을 듣고는 미국의 부동산  폭식과 노동이 아닌 시세차익으로 돈을 버는 세태를 날카롭게 지적하는 게  이 작품에서 미국 사회의 광분하는 자본주의의 촉수에 유일하게 비판을  하는 모습이다. 미국의 부동산을 향한 집착과 광기, 맹목적인 불로소득의  수단으로 악용된다는 건 한국의 모습과 전혀 다를 게 없다.  작품은 자본주의의 횡포로 유목 생활을 하게 된 이들을 맹목적으로  미화하지도 위대하고 치켜세우기 보다 사회의 한 켠에서 밀려난 이들이  사는 대안을 제시하고 정착한 이들보다도 삶에 대해 진지한 태도와  연대하는 모습을 보임으로써 삶에 대한 근본적인 모범 답안과 다양한 삶에  형태가 있다는 데 주목한다. 이들이 늘어난다고 해서 사회문제가  되기보다는 이들의 무소유에 가까운 삶이 자본주의에서 맹목적으로  소득증대만을 추구하는 세태에 어느 정도 대안을 제시하는 듯 하다. more"
1452,다크 앤드 위키드,2021-07-17,5,"브라이언 버티노 감독이 연출한 <다크 앤드 위키드>는 알 수 없는 이유에서 오는 공포와 이상 현상을 다루고 있는 작품입니다.  아버지가 병상에 오랫동안 있는 와중 자식인 남매는 어머니와 아버지가 머무르는 농장으로 오게 되면서 영화는 시작됩니다. 그런데 어머니는 자식들을 반기기는커녕 지속적으로 돌아가라는 말을 반복합니다. 얼마 지나지 않아 이 농장에서 엄청난 사건이 발생하고 남매는 환영과 주변인들의 이상 현상을 목격하게 됩니다.  이 작품은 인과 관계가 불분명함에서 오는 공포를 안겨주는 작품입니다. 오컬트적인 요소가 살짝 보이기도 하는데 <오멘><유전>과 같이 확실한 이유를 제공하진 않습니다. 다만 양들을 키우는 목장 등 몇 군데에서 종교적인 분위기가 연출되는데 사건을 일으키는 확실한 이유가 되지는 않은 것 같습니다.  공포 장르영화로서의 임무는 살짝 아쉽습니다. 새로운 게 특별히 보이지 않는다고 할까요? 아들의 마지막이 여러모로 충격적으로 다가오지만 그건 감성적인 아쉬움이지 공포로서 다가오지는 못하더라고요.  수 년 전에 <노크: 낯선 자들의 방문>이라는 작품을 봤을 때와 비슷한 느낌이었는데 지금 찾아보니 놀랍게도 같은 감독의 작품이었네요. 그 땐 많은 관객들이 충격적으로 받아들였던 거 같은데 그 당시에 그 작품도 개인적으론 좀 아쉬웠었습니다.  꼭 이유가 설명되는 이야기가 공포감을 불러일으키는 것은 아니지만, 최소한의 상상력을 만들어낼 수 있는 설정은 필요하지 않은가를 생각해보게 되는 작품이었습니다. more"
1453,다크 앤드 위키드,2021-07-11,5,기존 공포영화 내용이나 분위기 답습에 그쳤다
1457,더 그레이트 샤크,2021-08-08,3,이 영화의 최대 문제는 공포 영화임에도 전혀 무섭지가 않다는 점
1458,더 나이트,2021-07-23,6,"코우로시 아하리가 연출한 <더 나이트>는 한 호텔에서 벌어지는 이상 현상을 다루고 있는 호러물입니다.  주인공 부부, 바바과 네다는 친구집에서 모임을 갖고 차를 타고 집으로 돌아가려고 합니다. 한 살짜리 예쁜 딸을 뒷 자석에 앉히고 집으로 돌아오는 와중 둘은 시시콜콜 말다툼을 하게 됩니다. 아내는 면허 정지 상태라 술을 마셨음에도 불구하고 남편 바박이 운전을 해서 그런지 길을 못 찾는 것과 동시에 네비게이션도 먹통입니다. 하는 수 없이 인근에 있는 호텔에 머물기로 합니다. 하지만 공포에 시작은 호텔에 들어서면서부터 시작됩니다.  제목과 같이 단 하루 밤 동안 벌어지는 이야기를 담고 있습니다. 그리고 시간뿐만 아니라 공간도 호텔로 제한을 두고 있습니다. 방문을 두드리고 도망가는 아이, 그리고 위층에서의 이상한 소리, 호텔 지배인과의 이상한 대화 등이 공포감을 배가시키고 있습니다.  바박과 네다는 공포의 근원이 뭔지 그리고 어떻게 해결할지 몰두하고 있는 와중에 네다가 어떤 진실이 이야기하고 나니 정전되었던 호텔에 불이 들어오기 시작하고 네다는 남편에게도 뭔가 진실을 말하라고 종용합니다.  어찌 보면 내용은 단순한 이야기일지도 모르겠습니다. 많은 공포물에서 보여줬던 이야기이기도 합니다. 그럼에도 불구하고 무지에서 오는 공포는 확실히 있었습니다. 호텔이라는 공간은 알지만 무슬림 부부가 아랍어와 영어를 같이 쓰는 이 공간, 즉 나라가 어디인지 그 나라가 안다면 또 다른 해석을 통한 공포감을 안겨줄 수 도 있을 것 같았습니다.  개인적으로 이 작품에서의 공포는 사운드 효과에 있습니다. 많은 공포물에서 사운드의 사용이 영상만큼 중요한데 이 작품은 적재적소에 잘 사용되고 있습니다. 그리고 쇼트 사이즈의 변화로 인한 효과도 좋았습니다. 영화 오프닝, 친구와의 대화에서 익스트림 클로즈업으로 대화 이끌어나갑니다. 그리고 비슷한 쇼트는 호텔 지배인과의 대화에서도 비슷하게 진행되다가 어떤 효과이후 롱숏으로 빠지는데 제임스 완이 많이 쓰는 편집이긴한데 분명 효과적인 방법이라고 생각됩니다.  좀 더 사회적 이슈를 담았더라면 장르적으로 흥미로웠을 것 같은데 그 점이 조금 아쉬운 작품이었습니다. 그래서인지 엔딩의 충격적인 장면도 그다지 공포스럽게 다가오진 않더라고요. 개인적인 취향이지만 개인의 문제를 다룬 공포물엔 큰 매력을 느끼지 못 한 거 같습니다. more"
1459,더 레이서,2021-02-27,6,노익장에 감동한 것 보다는 스포츠 업계의 추악함에 실망한 것이 더 컸다.
1461,더 수어사이드 스쿼드,2021-08-19,8,미친놈은 미친 영화를 만든다
1462,더 수어사이드 스쿼드,2021-08-14,9,"쿠엔틴 타란티노가 작정하고 만든 자동차 극장용 연작 두 편인 데쓰  프루프와 플래닛 테러는 B급 본연의 감성을 살림과 동시에 감독 개성을  극대화 시킨 작품이라는 호평을 얻었다. 쿠엔틴 타란티노가 주목하는 B급  감성의 격상보다는 그 감성 그대로의 취향을 반영하는 개성이 강한  작품들이 평단과 관객으로부터 좋은 반응을 얻어낸 것인데 이런 감성에  ‘영웅’물 개념을 도입한 게 ‘더 수어사이드 스쿼드’다.  할리우드 코믹스 원작 영웅들의 양대 산맥 중 하나인 DC 출신들은 선과  악의 경계가 불분명한 반영웅으로서 기묘한 개성을 뽐내는데 이번  작품에서도 그런 성향은 아주 짙은 데다가 쿠엔틴 타란티노가 대부분의  작품에서 선보인 유혈 낭자와 하드 고어를 작품 초반부터 확실하게  보여준다.  작품은 가상의 남미 대륙 근처에 있는 섬에서 독재자를 몰아내고 역시나  미국 제일주의를 과시한다는 명목하에 타국에 어떤 정체성이 있던지 간에  무장 세력을 투입하는데 주저할 게 없다. 교도소 출신의 강력한 영웅들이  남미 대륙을 탈환하기 위해 투입되지만 초반부터 영웅들은 영웅으로서의  초능력과 괴력을 선보이기는커녕 상륙하자마자 해안에 은폐해 있던 적들로  부터 총탄 세례를 받아 목숨이 불안한 지경에 직면한다.  어설픈 영웅이 될 수 없는 단명하는 인물들을 보여준 뒤 인물들이 적들에  희생당할 때 범벅이 되는 피나 신체 부위로 타이틀 시퀀스를 드러내는  악취미 이후 실질적으로 극을 이끌 캐릭터들이 상륙한 해안은 적들 없이  아주 조용하다.  그리고 흔한 방식으로 역시나 미국 제일주의를 강조하는건 B급 설정으로  넘어가고 분명히 영웅들이 착용하는 의상을 입었으나 이들은 신체  훼손하는덴 전혀 주저함이 없다. 그저 군대내에서 살인만을 위해 길러진  살인 병기 같은 정체성으로 유성 무성 구분할 거 없이 적이다 싶으면  난도질에 한 치의 망설임도 없다. 돌연변이인 킹 샤크(실베스타 스탤론)는  캐릭터 이름 그대로 상어로 적을 우걱우걱 씹어먹기도 한다. 스플래터,  하드고어가 이 작품의 주요 정서다.  남미 독재 정권을 몰아내기 위해 파견되었을 법한 수어사이드 스쿼드는  결국 여기서 독재 세력과의 전투를 넘어 외계 생명체인 불가사리 계획을  알게 되고 급기야 유혈 낭자 액션극에서 괴수물의 영역까지 확대하며 취할  수 있는 액션과 기묘한 시퀀스들을 나열하며 B급 감성 가득한 영웅물에  블록버스터까지 그 정체성을 확대하려는 야심까지 보인다.  엄청난 혁신과 새로운 시선을 제공하지는 못하더라도 역시나 B급 이라는  정서를 고려하고 인물들의 잔인한 살육 쇼를 ‘영화’라는 무대에서만 온전히  즐기기에는 부족함이 없다. 특히 이런 살육쇼가 끝난 이후 벌어지는  괴수물로의 전환은 예상치 못한 반전 아닌 반전이다. more"
1463,더 수어사이드 스쿼드,2021-08-09,7,"잔인했지만 나름대로 코믹한 DC코믹스히어로영화였습니다! '수어사이드 스쿼드' 전편 이후 5년 만에 나온 속편이지만 '할리 퀸'을 제외하고 캐릭터들이 다 바뀌고 해서 전편 캐릭과는 사뭇 다른 면들이 많이 나와서 뭔가 좀 어색했고, 전편과는 달리 피 튀기는 장면들이 너무 많이 나온 점이 문제이기도 했습니다! 다만, 킹 샤크 캐릭터가 은근히 눈에 잘 들어오는 캐릭터였고, 그나마 볼만했습니다! 전반적으로 잔인했으나 어느 정도 볼만했으니, 별 3개 반 드립니다!! more"
1464,더 수어사이드 스쿼드,2021-08-08,7,"다시 돌아온 dc코믹스의 <더 수어사이드 스쿼드>는 마블의 <가디언즈 오브 갤럭시>를 만든 제임스 건이 연출한 작품입니다.  교도소에서 멤버들을 뽑아 수어사이드 스쿼드를 만드는 것으로 시작하는 이번 작품은 바로 본론으로 들어갑니다. 현실엔 존재하지 않는 남미의 나라에서 쿠데타로 정권이 바뀌는데 그 정권이 반미 성향의 정권이라 그들을 저지할 목적으로 이들을 투입하게 됩니다. 그런데 그 과정에서 '스타로드'라는 우주거대생명체가 어떤 곳에서 연구되고 있다는 것을 알고 그에 대한 비밀도 드러나게 됩니다.  전편의 캐릭터들이 싹 갈아엎은 이번 작품은 극강의 수위 높은 액션들을 보여주는 작품임과 동시에 주제적인 측면에선 사회적 이슈라는 거시적인 문제와 동시에 우정이라는 키워드를 첨가하고 있습니다.  그리고 제임스 건의 성향을 그대로 드러낸 작품이기도 합니다. 올드팝을 이용한 연출이라던지 전복적인 유머코드와 '킹샤크'등의 캐릭터들은 <가,오,갤>에서 많이 봐왔던 연출 방식이었습니다. 그럼에도 불구하고 전작에 비해 훨씬 정돈되고 깔끔한 느낌이 드는 작품이었습니다. 캐릭터들의 밸런스도 나쁘지 않고 특히 이드리스 엘바의 매력이 터지는 작품이었습니다.  감독의 영화 외적인 문제로 인해 영화에 대한 가치 판단을 어떻게 해야 될지 잘 모르겠지만 일단 영화 자체만 본다면 dc 작품 중엔 평균 이상의 위치에 놓일 작품이라는 것은 분명한 것 같습니다. more"
1465,더 스파이,2021-05-10,10,"전면전은 아니지만 그 직전 상태인 ‘냉전’도 사람들 삶을 피폐하게 만든 건  마찬가지였다. 개념적으로는 좋은 취지로 출범했으나 점차 독재로 변질된  공산·사회주의는 같이 잘살자는 취지와 달리 일당독재를 허용하며 이에  반하는 이를 조국의 배신자, 반동분자로 낙인찍어 정보 기관을 통해 납치와  다를 바 없이 구금, 그 이후 이들을 고문하면서 삶을 빼앗던 때가  ‘냉전’시대다.  흐루시초프의 광기로 미국과 경쟁적으로 핵무기를 생산, 보유하고 심지어  미국을 향해 직접적으로 이를 쏘려고 하는 짓을 막으려고 공산당 고위급  간부 올레크 펜콥스키(메랍 니니트제)는 목숨을 걸고 영국 정보부 MI6에  핵무기 관련 시설, 설계도를 사진으로 찍어 몰래 건네준다. 펜콥스키가 전쟁  방지를 위한 간첩 행위에 도움을 주는 이는 그레빌  윈(베네딕트 컴버배치)으로 정보기관, 군사기관과도 전혀 관련이 없는 그저  일개 영업사원이었다. 이 영업사원이 목숨을 건 첩보작전에 투입된 배경엔  말 그대로 영업사원이기 때문에 소련의 정보기관으로부터 감시가 덜 할  것이라는 예측이 있었으나 이 또한 펜콥스키와 그레빌의 만남 횟수가  잦아지면서 KGB의 표적이 될 수 밖에 없는 운명을 맞이한다.  초기에는 MI6가 제안한 정보원 역할에 그레빌은 정색하며 싫어하고  ‘조국’이나 ‘평화’와 같은 가치관보다 그저 안정적으로 직장생활이나 하면서  살 현대인이었으나 펜콥스키와의 만남을 통해 가치관이 변화한다. 그  가치관은 그레빌이 거시적으로 갑작스레 조국과 평화를 원한게 아닌  펜콥스키를 만나면서 우정이 쌓였고 그 우정이 똑같은 부성애로 동질감을  쌓는 기회가 되었으며 국경을 넘어 그레빌은 펜콥스키가 가정을 위하는  모습에서 우선적으로 그의 안전을 걱정하는 태도로 바뀌게 된다.  작품의 배경은 쿠바에 핵무기 발사시설을 지었다는 일촉즉발의 미국와  소련의 전면전이 붉어지는 중대한 상황으로 펜콥스키는 개인의 권력으로  핵무기를 발사시키려는 흐루시초프의 광기를 잠재우기 위해, 더 나아가서는  그 한 명 때문에 두 번 다시 일본 히로시마와 나가사키에서 발생한 비극이  일어나지 않게하려고 목숨을 걸고 의로운 일을 할 수밖에 없었다.  결국 치밀하게 준비된 펜콥스키의 탈출계획은 더 치밀하게 준비한 KGB의  개입으로 발각되고 평범한 영업사원이었던 그레빌은 비행기에서 납치,  수용소로 끌려와 고문과 학대를 받고 그 추위에도 얇은 수인 한 벌에다 밥은  멀건 정체 모를 국물만 마시며 고통스러운 수감 생활을 버틴다.  결국 펜콥스키가 건네준 자료로 쿠바의 핵 발사 장치를 알게 된 미국이 이를  성토했고 소련의 발사 계획을 철회하게 돼 펜콥스키의 옳은 행동은 전  인류를 위한 희생이 된다. 이 사건 이후 그레빌은 수감 생활의 고통을 참다가  이게 외교 문제로 확대되자 자신의 고향인 영국으로 돌아가게 되고 이에  반해 펜콥스키는 모진 고문과 학대를 받다가 쓸쓸히 사망해 둘은 더 이상  만나지 못했다고 한다.  첩보가 소재이자 007의 볼거리가 아닌 일촉즉발의 역사적 순간에서  펜콥스키와 그레빌이 보여준 행동은 악인이 판치는 지옥의 세계에서 의인의  존재를 보여주는 사례이며 광기로 치닫는 독재자를 물리치기 위해서는  대범하고 용감한 이들의 희생이 있다는 점에서는 슬프고도 아쉬움이  남는다. 냉전은 끝났으나 그 위기 시대에 용감하게 독재자의 광기를 막은 두  인물에게 진심 어린 존경을 표할 수밖에 없다. more"
1466,더 스파이,2021-05-02,7,"긴장감 넘치면서 충격적인 첩보실화였습니다! 냉전이 한창이었던 1960년대, 소련과 영국과 미국 간의 스파이들의 일상과 국가정보원, 그리고 스파이로 투입된 한 사업가가 소련의 핵무기 기밀문서를 넘기려는 소련 장교와의 교류, 그리고 결말에는 사업가의 귀환과 소련 장교의 처형에 이르기까지 긴장감을 유발했지만 나름 충격적이기도 했습니다! 전반적으로 긴장감을 유발시키면서 충격적이었으니, 별 3개 반 드립니다!! more"
1468,더 퍼지: 포에버,2021-07-18,7,믿고 보는 블룸하우스 제작 & '퍼지' 시리즈
1469,더 퍼지: 포에버,2021-07-17,7,"에베라도 발레리오 구트 감독이 연출한 <더 퍼지:포에버>는 더 퍼지 시리즈의 3번째 작품입니다. 이번 작품은 이전과는 달리게 멕시코인들이 주인공으로 세계적으로 수년간 가장 큰 이슈인 이주민에 대해 다루고 있습니다.  카르텔에 저항하다가 쫓기게 되는 부부 아델라와 후안은 숨은 길을 통해 텍사스 엘파소로 국경을 넘습니다. 몇 달 동안의 적응기간을 잘 보낸 이들은 일 년에 한 번 있는 퍼지 데이를 맞이하게 됩니다. 불법이민자은 이들은 집이 아니라 그들만 따로 그날을 보낼 수 있는 거처에 숨게 됩니다. 그런데 퍼지를 무사히(?) 넘긴 다음 날, 출근을 하는 부부는 '영원한 퍼지'를 외치는 '미국의 정화' 추종자들의 공격을 받게 됩니다. 무사히 위기를 넘긴 부부는 남편이 일하고 있는 마방의 사장인 딜런, 캐시 부부와 함께 딱 하루만 허락되는 멕시코 국경을 넘으려고 합니다.  트럼프 시대의 많은 작품들이 제작되었지만 이 작품도 트럼프 정책에 맞서는 작품이 아닌가 합니다. 자유를 넘어서 온 이들이 오히려 자신들을 억압했던 곳으로 되돌아가려는 모습이 너무나 아이러니하게 구성되어있습니다. 전편들이 폭력 그 자체에 집중했다면 이 작품에서 퍼지는 수단으로 이용됩니다. 정치적 상황과 그 속의 고난을 해결하려는 캐릭터에 집중하는 작품입니다.  1편의 신선함이 있었던 작품이었지만 2편은 조금 아쉬운 반면 전혀 새로운 국면을 맞이한 3번째 시리즈는 현 상황에 딱 맞는 이야기라 좀 더 감정이입이 잘 되었습니다. 블룸하우스에서 제작한 작품이라 평타 이상은 할 거라 생각했는데 역시나 실망을 주지 않은 작품이었습니다. 제작에 마이클 베이도 참여했는데 연출도 이만큼한 했으면 하네요ㅎㅎ more"
1470,더블패티,2021-03-02,10,재밌게봤어요
1472,데스 숏컷,2021-02-17,3,초딩용 공포 크리쳐물?
1473,데스 오브 미,2021-05-15,3,내용도 재미도 모두 한심할 정도로 별로임
1476,드림 스캐너,2021-04-23,9,인셉션 이후 가장 꿈에 대한 신박한 영화~! 스캔을 하다니
1482,라이더스 오브 저스티스,2021-06-22,9,"범죄를 저질렀어도 오히려 더 잘사는 경우가 상당히 많다. 아무리  법치주의가 공고한 나라라고 한들 법 또한 인간이 만든 거라는 걸 일깨우는  듯 특히 강력 조직범죄를 벌이는 소위 말하는 조폭들의 기세가 동서고금을  막론하고 꺾일 줄을 모른다.  중동에 파병 나가 있는 마르쿠스(매즈 미켈슨)는 열차 테러 사고로 아내와  사별하고 그를 찾아온 통계학자 무리 들은 미국식으로 치면 너드에  해당하는 주류 사회에 속하지 못한 이들이다. 그중에 팔을 다친 이가  통계학을 분석하고 마르쿠스를 설득해 사법 영역에서 해결하지 못한  조폭들의 테러와 범죄를 응징하자고 하고 작품은 할리우드 공식처럼 강력한  마르쿠스의 무력과 셋의 머리를 빌려 조폭들과 일전을 치루는데 주된  플롯이 한국의 아저씨, 할리우드의 테이큰과 다를 게 없다.  작품의 초반부 우연을 가장한 필연의 법칙을 제시하고 이를 확신하는  너드들의 등장이 오락 영화에 그치는 거 아닌가라는 생각이 들게 하지만 이  너드들이 저지른 치명적인 실수 탓에 작품은 할리우드 액션과 더불어 꽤  철학적인 질문까지 하게 만든다.  액션 연출은 화려하진 않지만 길거리에서의 총격전은 꽤 볼만하고 체격을  키우고 전형적인 군인을 연기한 매즈 미켈슨의 모습도 꽤 괜찮다. 너드들의  실수가 드러나고 사건의 실체 자체가 완전히 다른 성격이 됐을 때는  허무함과 분노가 치밀어 오르고 그 이후 매즈 미켈슨의 부인이 없는 자리에  들어선 이 너드 삼인방이 결말부에서는 대안가족까지 되는 모양새인데  유럽식 액션의 개성과 더불어 여기에 사색할 만한 조건까지 갖췄다는 점이  범상한 작품이긴 하나 보는 재미는 확실한 작품이 됐다. more"
1483,라이더스 오브 저스티스,2021-06-06,6,한 남자의 처절한 핏빛 복수극
1487,레미니센스,2021-08-30,6,"전개가 조금 난해하고 복잡한 SF미스터리영화였습니다! 전직 군인 출신 탐정이 전우들의 기억을 추적하여 사건의 실마리를 찾아내면서 우연히 만난 여성의 행방을 추적하기 위하여 스스로의 기억을 추적하여 행방이 묘연한 그녀를 찾아내기 위한 고군분투와 추적 과정에서 밝혀진 충격적인 진실까지 상상력은 좋았지만 전개가 조금 난해하여 이해하기 어렵기도 했습니다! 전반적으로 난해한 전개였으나 상상력은 좋았으니, 별 3개 드립니다!! more"
1488,레미니센스,2021-08-28,6,"리사 조이 감독이 연출한 <레미니센스>는 해수면 상승으로 도시 절반의 물에 잠긴 근 미래를 배경으로 한 작품입니다. 영화 속에선 해변 도시인 마이애미로 설정되어 있습니다.  닉(휴 잭맨)과 와츠(탠디 뉴튼)은 기억을 되살려주는 기계를 통해 사업을 하고 있습니다. 범죄수사에도 사용되지만 일반인들에겐 각자의 좋은 기억을 되살리기 위한 도구로 사용됩니다. 그러던 어느 날 집 열쇠를 잃어버린 고객 메이(레베카 퍼거슨)이 찾아옵니다. 닉은 그녀를 본 순간 첫 눈에 반하고 둘은 사랑에 빠지게 됩니다. 근데 얼마 지나지 않아 그녀는 자취도 없이 사라집니다.  <레미니센스>는 수많은 레퍼런스가 떠오르는 작품입니다. 이미지로선 <마이러니 리포트>, 콘셉트로는 반대의 설정이지만 <이터널 선샤인>, 이야기로는 <화차>가 떠오르기도 합니다. 반전이 있는 작품이라 이야기에 대해선 더 언급하기 힘들 것 같습니다 그런데 영화를 다 보면 <인셉션>의 정서, 특히나 남자주인공이 느끼는 사랑에 대한 감성이 왠지 모르게 비슷하다고 생각되었습니다.  휴 잭맨이 멜로영화를 안 한건 아니지만 인상 깊게 본 작품들이 별로 없어서 어떨지 궁금했는데 역시 존잘이라 그런지 잘 어울리더라고요. 특히나 나이차가 어느 정도 있는데도 레베카 퍼거슨과의 케미도 좋고요. 탠디 뉴튼이 연기하는 와츠도 메인 캐릭터를 단순 보조하는데 그치는 게 아니라 독립적인 이야기를 가지고 있어서 이야기를 좀 더 풍성하게 만들었습니다.  <레미니센스>는 분명 여러 작품이 생각날 정도로 신선한 작품이라곤 여기지 않지만 근미래 물에 잠긴 도시라는 배경의 이미지와 더불어 이런 비주얼과 멜로드라마의 결합도 꽤 어울릴 수 있다는 것을 보여준 작품이었습니다. more"
1489,레미니센스,2021-08-25,5,휴 잭맨형이 호구가 아니라서 다행이네..
1490,레일로드 워,2021-08-26,4,"식상하고 내용도 그저 그런 액션어드벤처영화였습니다! 1940년대 중국 대륙에서 일본군에 대한 중국인들의 항일전을 너무 액션과 어드벤처 방식으로 표현해서 한국이나 중국의 시각에서 너무 비판적이었고, CG나 액션씬도 다른 영화에 비하여 너무 식상해보이는 영화였습니다! 제가 본 성룡 영화 중에서 '신주쿠 사건'과 '대병소장' 다음으로 별로인 영화였으며, 그저 배우들이 아깝게만 느껴졌습니다! 전반적으로 비판적이고 식상한 영화였으니, 별 2개 드립니다!! more"
